time,latitude,longitude,depth,mag,magType,magNst,0,1
2017-12-25T04:08:36.369Z,41.8814,-119.5775,1.7,2.7,ml,4.0,72km ESE of Lakeview,Oregon
2017-12-24T17:27:14.300Z,33.484333299999996,-116.45766670000002,14.3,2.6,ml,150.0,22km ESE of Anza,CA
2017-12-24T16:37:49.440Z,38.2698333,-122.566,1.0,2.78,md,88.0,6km W of Temelec,CA
2017-12-24T14:14:58.930Z,46.8886,-112.5012,16.08,2.7,ml,24.0,15km ESE of Lincoln,Montana
2017-12-24T12:04:27.500Z,36.7382,-97.7206,7.997999999999999,2.5,ml,,7km S of Medford,Oklahoma
2017-12-24T00:31:27.840Z,37.1125,-121.51833329999998,7.25,3.27,mw,3.0,9km ENE of San Martin,CA
2017-12-23T21:26:39.810Z,36.640666700000004,-89.9836667,6.22,2.63,md,22.0,3km SSW of Bernie,Missouri
2017-12-23T08:14:12.530Z,40.296,-123.83416670000001,31.43,2.73,md,50.0,20km N of Redway,CA
2017-12-22T20:16:59.750Z,44.9894,-106.9791,0.0,3.1,ml,62.0,Wyoming,
2017-12-22T01:33:11.870Z,36.0035,-118.39466670000002,3.79,2.65,ml,78.0,28km N of Kernville,CA
2017-12-21T23:00:49.800Z,43.7073,-105.271,0.0,3.0,ml,48.0,Wyoming,
2017-12-21T19:04:46.570Z,44.0627,-105.3286,0.0,3.1,ml,64.0,Wyoming,
2017-12-21T11:31:31.860Z,44.2851,-114.4739,10.0,2.7,ml,32.0,31km SW of Challis,Idaho
2017-12-21T08:12:10.600Z,35.8913,-97.2854,6.209,2.5,ml,,6km SSW of Langston,Oklahoma
2017-12-21T08:05:26.300Z,35.8917,-97.2867,6.946000000000001,3.1,ml,,6km SSW of Langston,Oklahoma
2017-12-21T04:22:24.600Z,35.8931,-97.2909,7.171,3.5,ml,,6km SSW of Langston,Oklahoma
2017-12-21T03:45:14.900Z,35.8905,-97.2839,5.237,2.6,ml,,6km SSW of Langston,Oklahoma
2017-12-20T23:55:03.540Z,34.657,-86.1143333,8.49,2.69,md,23.0,7km WSW of Scottsboro,Alabama
2017-12-20T23:48:45.750Z,40.5561667,-123.171,29.31,2.7,md,46.0,1km ENE of Hayfork,CA
2017-12-20T22:50:20.200Z,35.8789,-97.2984,6.188,2.7,ml,,8km SSW of Langston,Oklahoma
2017-12-20T18:00:04.850Z,47.4356,-93.0067,0.0,3.0,mb_lg,23.0,Minnesota,
2017-12-20T11:17:31.360Z,33.783,-116.93333329999999,13.93,2.51,ml,169.0,2km E of San Jacinto,CA
2017-12-20T08:35:09.940Z,36.0023333,-118.3965,3.28,2.96,ml,122.0,28km N of Kernville,CA
2017-12-20T06:59:34.770Z,36.0045,-118.39466670000002,3.6,2.87,ml,107.0,28km N of Kernville,CA
2017-12-20T06:00:02.200Z,36.15,-97.6687,5.047,3.5,ml,,21km ENE of Hennessey,Oklahoma
2017-12-20T04:41:41.080Z,37.2887,-104.9265,2.12,3.4,mb_lg,149.0,39km SSW of Walsenburg,Colorado
2017-12-20T02:19:19.280Z,46.9728,-112.7975,12.94,2.5,ml,26.0,9km WNW of Lincoln,Montana
2017-12-20T00:00:02.116Z,39.0412,-118.8098,7.8,3.0,ml,16.0,31km ENE of Yerington,Nevada
2017-12-19T23:58:02.500Z,36.1513,-97.6721,5.0,3.0,ml,,20km ENE of Hennessey,Oklahoma
2017-12-19T18:59:50.000Z,36.9635,-99.3674,2.516,2.5,ml,,27km ENE of Buffalo,Oklahoma
2017-12-19T16:57:27.300Z,36.153,-97.6706,5.0,3.2,ml,,21km ENE of Hennessey,Oklahoma
2017-12-19T16:55:14.500Z,36.5408,-98.9546,6.225,2.5,ml,,25km ENE of Mooreland,Oklahoma
2017-12-19T15:47:46.800Z,36.1542,-97.669,4.5,3.2,ml,,21km ENE of Hennessey,Oklahoma
2017-12-19T14:47:43.900Z,36.5349,-98.9616,5.992999999999999,2.8,ml,,24km ENE of Mooreland,Oklahoma
2017-12-19T14:33:03.800Z,34.9544,-97.8208,6.3660000000000005,3.0,ml,,9km E of Ninnekah,Oklahoma
2017-12-19T12:57:12.310Z,36.754,-121.46166670000001,7.05,2.98,md,155.0,11km SW of Ridgemark,CA
2017-12-19T11:26:19.200Z,36.5457,-98.9637,5.0,3.8,mwr,41.0,24km ENE of Mooreland,Oklahoma
2017-12-19T04:59:37.350Z,31.1514,-103.2392,5.0,2.5,mb_lg,23.0,38km SE of Pecos,Texas
2017-12-18T23:30:50.780Z,41.1435,-120.396,7.66,2.76,md,28.0,13km SE of Likely,CA
2017-12-18T20:04:57.340Z,43.6708,-105.2547,0.0,3.1,ml,36.0,Wyoming,
2017-12-18T14:52:09.230Z,45.7125,-112.1778,5.0,2.9,ml,40.0,18km SSW of Whitehall,Montana
2017-12-18T13:47:21.100Z,35.8904,-97.2816,5.755,3.0,ml,,6km SSW of Langston,Oklahoma
2017-12-18T13:23:12.220Z,32.8573333,-118.71183329999998,-0.23,2.98,ml,78.0,22km SSW of San Clemente Is. (NW tip),CA
2017-12-18T08:25:41.280Z,33.1565,-116.4853333,11.62,2.6,ml,134.0,14km NE of Julian,CA
2017-12-18T07:51:49.400Z,34.9558,-97.8237,7.216,2.5,ml,,9km E of Ninnekah,Oklahoma
2017-12-18T03:45:00.500Z,36.4235,-96.9289,3.8080000000000003,2.6,ml,,14km NW of Pawnee,Oklahoma
2017-12-17T20:50:27.050Z,36.6448333,-121.25416670000001,2.8,2.55,md,69.0,16km NW of Pinnacles,CA
2017-12-17T11:55:50.000Z,36.8183,-97.6128,5.932,2.6,ml,,10km E of Medford,Oklahoma
2017-12-17T07:55:26.500Z,36.2221,-97.0449,5.412000000000001,2.5,ml,,11km N of Stillwater,Oklahoma
2017-12-17T07:26:51.300Z,36.7065,-99.3925,4.585,2.6,ml,,25km SE of Buffalo,Oklahoma
2017-12-17T05:27:15.470Z,31.0396,-103.3588,1.19,3.0,mb_lg,39.0,44km SSE of Pecos,Texas
2017-12-17T05:08:35.960Z,38.6785,-83.8958,13.64,2.8,md,10.0,8km SSW of Ripley,Ohio
2017-12-16T23:34:43.600Z,36.7085,-99.3917,5.781000000000001,2.7,ml,,25km ESE of Buffalo,Oklahoma
2017-12-16T21:18:22.710Z,42.5782,-111.4314,9.48,2.5,ml,42.0,16km ESE of Soda Springs,Idaho
2017-12-16T19:02:36.090Z,43.8139,-105.3425,0.0,3.2,ml,58.0,Wyoming,
2017-12-16T18:15:50.510Z,26.3175,-96.1617,10.0,3.0,ml,10.0,102km ENE of South Padre Island,Texas
2017-12-16T13:38:16.500Z,35.889,-97.2831,5.92,3.0,ml,,6km SSW of Langston,Oklahoma
2017-12-16T06:09:35.000Z,36.7391,-98.3708,7.4879999999999995,2.5,ml,,2km SW of Cherokee,Oklahoma
2017-12-16T03:55:19.020Z,39.8136667,-120.6668333,1.67,2.62,md,35.0,3km NNW of Plumas Eureka,CA
2017-12-16T00:05:41.100Z,36.2324,-97.5449,7.441,2.8,ml,,23km WSW of Perry,Oklahoma
2017-12-15T22:15:47.750Z,44.9417,-116.9494,3.57,2.5,ml,42.0,46km WNW of Council,Idaho
2017-12-15T20:19:40.240Z,44.6222,-105.6053,0.0,2.8,ml,34.0,Wyoming,
2017-12-15T18:08:55.100Z,36.1534,-97.6693,5.0,2.9,ml,,21km ENE of Hennessey,Oklahoma
2017-12-15T11:41:22.800Z,36.5118,-98.6412,5.0,3.1,ml,,30km NNW of Fairview,Oklahoma
2017-12-15T09:53:41.180Z,31.1384,-103.2814,5.0,3.3,ml,64.0,37km SSE of Pecos,Texas
2017-12-15T08:24:05.440Z,36.5635,-121.15100000000001,9.21,3.28,ml,32.0,4km N of Pinnacles,CA
2017-12-15T08:18:58.400Z,35.7956,-96.9594,7.097,3.0,ml,,12km NW of Chandler,Oklahoma
2017-12-15T07:37:45.140Z,33.835,-116.97316670000001,12.01,2.8,ml,176.0,6km NNW of San Jacinto,CA
2017-12-15T06:47:38.830Z,40.421833299999996,-124.59200000000001,17.92,3.87,mw,4.0,28km WNW of Petrolia,CA
2017-12-14T23:21:56.690Z,36.0093333,-119.73383329999999,22.73,2.57,md,48.0,18km WSW of Corcoran,CA
2017-12-14T22:03:22.930Z,43.7197,-105.2982,0.0,3.2,ml,98.0,Wyoming,
2017-12-14T17:47:49.130Z,46.8879,-112.5255,9.73,2.6,ml,28.0,14km ESE of Lincoln,Montana
2017-12-14T16:35:38.690Z,37.2027,-97.81200000000001,5.57,3.0,ml,19.0,20km ENE of Anthony,Kansas
2017-12-14T16:29:21.660Z,37.2013,-97.81200000000001,4.52,3.0,ml,19.0,20km ENE of Anthony,Kansas
2017-12-14T09:24:03.800Z,36.9628,-99.3796,3.458,2.9,ml,,26km ENE of Buffalo,Oklahoma
2017-12-14T06:02:40.558Z,37.6169,-114.5263,12.6,3.0,ml,21.0,1km W of Caliente,Nevada
2017-12-14T05:42:21.770Z,37.4745,-118.81033329999998,8.52,2.88,ml,11.0,15km SW of Toms Place,CA
2017-12-14T05:19:54.900Z,36.4842,-97.2412,5.89,2.5,ml,,22km N of Perry,Oklahoma
2017-12-14T04:57:18.580Z,39.6076667,-123.64583329999999,7.04,4.26,mw,5.0,17km WSW of Laytonville,CA
2017-12-14T01:24:26.830Z,45.0353333,-122.59933329999998,17.37,3.96,ml,28.0,12km S of Molalla,Oregon
2017-12-13T22:34:28.730Z,36.2615,-120.3655,9.18,2.62,md,91.0,13km N of Coalinga,CA
2017-12-13T21:02:43.120Z,43.7737,-105.3397,0.0,3.1,ml,70.0,Wyoming,
2017-12-13T07:52:59.720Z,36.6133333,-121.21983329999999,5.99,2.72,md,95.0,11km NW of Pinnacles,CA
2017-12-13T01:26:00.640Z,40.268666700000004,-120.39116670000001,9.11,2.97,md,54.0,5km NW of Honey Lake,CA
2017-12-12T23:55:35.000Z,35.4245,-97.9176,6.4670000000000005,2.8,ml,,4km NNE of Union City,Oklahoma
2017-12-12T23:44:53.040Z,40.128666700000004,-108.82583329999999,5.95,3.1,ml,14.0,4km NNW of Rangely,Colorado
2017-12-12T10:44:26.390Z,46.7645,-112.59100000000001,12.53,2.8,ml,44.0,22km SSE of Lincoln,Montana
2017-12-12T08:00:26.340Z,28.5311,-100.0051,11.75,2.6,mb_lg,17.0,14km W of Carrizo Springs,Texas
2017-12-12T07:25:07.050Z,34.1015,-107.0968,5.0,2.9,ml,10.0,19km WNW of Socorro,New Mexico
2017-12-12T00:11:27.400Z,36.5007,-99.1826,6.471,2.9,ml,,7km NNE of Mooreland,Oklahoma
2017-12-11T19:02:40.110Z,43.7594,-105.3419,0.0,3.3,ml,91.0,Wyoming,
2017-12-11T11:41:24.050Z,33.9625,-106.7799,6.3,2.9,ml,8.0,14km SE of Socorro,New Mexico
2017-12-11T06:43:06.950Z,40.103333299999996,-122.05799999999999,18.94,3.18,ml,19.0,9km ENE of Gerber,CA
2017-12-11T06:28:20.600Z,40.5888333,-121.7918333,17.63,2.74,md,57.0,12km NW of Viola,CA
2017-12-11T04:29:07.300Z,36.0166,-97.3287,6.726,2.5,ml,,10km NW of Langston,Oklahoma
2017-12-10T19:37:31.270Z,44.3565,-105.3928,0.0,2.8,ml,30.0,Wyoming,
2017-12-10T18:46:49.800Z,36.0325,-97.9079,6.482,2.5,ml,,8km S of Hennessey,Oklahoma
2017-12-10T18:39:29.200Z,36.6155,-121.2233333,5.62,2.5,md,83.0,12km NW of Pinnacles,CA
2017-12-10T12:02:45.100Z,36.7016,-98.4297,5.0,3.5,ml,,8km SW of Cherokee,Oklahoma
2017-12-10T11:50:46.900Z,36.5034,-98.4645,6.45,3.3,ml,,18km WSW of Helena,Oklahoma
2017-12-10T03:42:01.750Z,37.8081,-108.1057,5.0,3.1,ml,100.0,25km WSW of Mountain Village,Colorado
2017-12-10T03:27:07.980Z,37.806999999999995,-108.1112,5.0,2.5,ml,36.0,26km WSW of Mountain Village,Colorado
2017-12-10T03:09:27.370Z,37.7155,-108.1605,5.0,2.9,ml,82.0,35km SW of Mountain Village,Colorado
2017-12-10T02:26:29.970Z,37.8016,-108.1022,5.0,2.7,ml,66.0,25km WSW of Mountain Village,Colorado
2017-12-09T22:25:52.900Z,36.0313,-97.9078,6.274,2.7,ml,,8km S of Hennessey,Oklahoma
2017-12-09T22:10:14.180Z,43.729,-105.3194,0.0,3.3,ml,75.0,Wyoming,
2017-12-09T21:02:30.810Z,43.7785,-105.3208,0.0,3.3,ml,64.0,Wyoming,
2017-12-09T20:45:24.130Z,33.4986667,-116.80066670000001,5.29,3.48,ml,295.0,9km NE of Aguanga,CA
2017-12-09T20:32:39.050Z,43.7741,-105.384,0.0,3.0,ml,44.0,Wyoming,
2017-12-09T20:08:34.330Z,43.6213,-105.3488,0.0,3.1,ml,40.0,Wyoming,
2017-12-09T18:33:53.180Z,43.623000000000005,-105.2178,0.0,2.9,ml,80.0,Wyoming,
2017-12-09T07:35:30.860Z,34.167,-117.25016670000001,3.21,2.86,ml,191.0,6km NE of San Bernardino,CA
2017-12-09T02:51:24.810Z,33.1431667,-116.475,10.2,3.03,ml,176.0,14km ENE of Julian,CA
2017-12-09T02:27:47.510Z,37.5501667,-118.8065,3.53,3.52,mw,3.0,11km W of Toms Place,CA
2017-12-08T22:52:53.470Z,37.549833299999996,-118.80733329999998,3.18,3.47,ml,15.0,11km W of Toms Place,CA
2017-12-08T22:19:17.110Z,37.5473333,-118.81033329999998,2.84,3.78,mw,4.0,12km W of Toms Place,CA
2017-12-08T21:34:26.100Z,36.1276,-98.96799999999999,6.136,2.6,ml,,9km N of Taloga,Oklahoma
2017-12-08T20:56:44.180Z,40.572166700000004,-124.05066670000001,28.17,2.84,ml,17.0,5km NE of Hydesville,CA
2017-12-08T17:06:26.730Z,37.551333299999996,-118.8155,2.91,3.66,mw,4.0,12km W of Toms Place,CA
2017-12-08T08:44:21.880Z,34.0951667,-118.671,15.17,3.13,ml,297.0,6km W of Topanga,CA
2017-12-08T05:48:07.900Z,35.3812,-98.1007,5.452999999999999,2.6,ml,,14km W of Union City,Oklahoma
2017-12-08T01:13:42.800Z,36.4812,-98.7372,4.8469999999999995,2.5,ml,,32km NW of Fairview,Oklahoma
2017-12-07T21:34:38.880Z,43.7064,-105.2081,0.0,3.2,ml,80.0,Wyoming,
2017-12-07T17:00:29.830Z,36.618,-121.22433329999998,6.09,3.21,ml,29.0,12km NW of Pinnacles,CA
2017-12-07T12:47:38.900Z,36.2028,-98.6736,3.3819999999999997,2.7,ml,,18km WSW of Fairview,Oklahoma
2017-12-07T10:32:47.160Z,33.147,-116.47816670000002,10.99,3.53,mw,4.0,14km ENE of Julian,CA
2017-12-07T05:06:10.330Z,40.159,-122.7525,13.37,2.56,md,41.0,34km WNW of Rancho Tehama Reserve,CA
2017-12-07T03:57:38.180Z,33.1501667,-116.4795,11.38,3.57,mw,4.0,14km NE of Julian,CA
2017-12-07T01:49:22.300Z,46.5044,-112.5284,20.06,3.2,ml,62.0,19km NE of Deer Lodge,Montana
2017-12-07T00:38:03.300Z,33.15,-116.48166670000002,11.07,3.0,ml,177.0,14km NE of Julian,CA
2017-12-07T00:33:15.330Z,33.147833299999995,-116.47916670000001,11.14,3.96,mw,5.0,14km NE of Julian,CA
2017-12-07T00:29:52.950Z,33.1486667,-116.48066670000001,11.4,2.61,ml,24.0,14km NE of Julian,CA
2017-12-06T23:16:01.720Z,43.9998,-124.8511,20.99,2.8,ml,60.0,60km W of Florence,Oregon
2017-12-06T20:23:37.060Z,43.7463,-105.2735,0.0,3.1,ml,59.0,Wyoming,
2017-12-06T19:39:51.300Z,36.2128,-98.7741,6.635,2.5,ml,,25km NE of Taloga,Oklahoma
2017-12-06T18:44:37.340Z,36.008,-117.804,0.98,2.9,ml,23.0,12km NE of Little Lake,CA
2017-12-06T17:46:00.100Z,36.1543,-97.4844,7.568,3.2,ml,,23km SW of Perry,Oklahoma
2017-12-06T16:22:29.140Z,45.7431,-112.1171,11.89,2.6,ml,38.0,14km S of Whitehall,Montana
2017-12-06T13:27:29.300Z,40.6891667,-124.2111667,1.88,2.8,md,48.0,4km SSW of Humboldt Hill,CA
2017-12-06T12:58:36.750Z,36.5665,-121.1495,8.89,2.92,ml,16.0,4km N of Pinnacles,CA
2017-12-06T09:20:52.210Z,32.854833299999996,-118.50616670000001,5.86,2.85,ml,111.0,16km WNW of San Clemente Is. (SE tip),CA
2017-12-06T09:08:19.917Z,39.0429,-118.8072,8.6,2.7,ml,27.0,31km ENE of Yerington,Nevada
2017-12-05T23:06:39.100Z,35.6603,-97.1599,5.332000000000001,2.9,ml,,3km E of Luther,Oklahoma
2017-12-05T17:33:04.720Z,32.4125,-115.19933329999999,5.94,2.5,ml,37.0,6km N of Delta,"B.C., MX"
2017-12-05T16:56:36.800Z,36.1142,-97.866,7.172000000000001,2.5,ml,,2km E of Hennessey,Oklahoma
2017-12-05T15:13:59.520Z,34.2771667,-116.8595,9.15,2.54,ml,127.0,2km NW of Big Bear City,CA
2017-12-05T07:31:44.780Z,31.799666700000003,-116.04833329999998,5.03,3.66,ml,236.0,50km E of Maneadero,"B.C., MX"
2017-12-05T06:04:38.500Z,36.6215,-99.2002,1.9780000000000002,2.5,ml,,20km N of Mooreland,Oklahoma
2017-12-05T04:33:07.400Z,36.3723,-97.1304,5.505,2.5,ml,,16km ENE of Perry,Oklahoma
2017-12-05T04:26:38.200Z,36.3699,-97.1259,6.706,4.1,mwr,49.0,17km ENE of Perry,Oklahoma
2017-12-05T04:02:01.710Z,40.4315,-124.65683329999999,24.18,2.65,md,31.0,34km WNW of Petrolia,CA
2017-12-05T01:44:26.600Z,35.374,-98.0925,7.028,2.5,ml,,13km W of Union City,Oklahoma
2017-12-05T00:44:22.990Z,35.9506667,-119.75283329999999,21.73,2.96,ml,15.0,20km ESE of Kettleman City,CA
2017-12-05T00:31:59.600Z,36.5837,-98.5266,3.432,3.0,ml,,23km W of Helena,Oklahoma
2017-12-04T22:11:02.900Z,49.4425,-120.5418333,-1.5,2.54,ml,10.0,2km SW of Princeton,Canada
2017-12-04T14:38:00.070Z,36.098,-117.774,6.57,2.5,ml,26.0,17km ENE of Coso Junction,CA
2017-12-04T05:44:39.600Z,35.971,-97.1659,5.0,2.5,ml,,8km ENE of Langston,Oklahoma
2017-12-04T05:06:00.600Z,35.0561,-96.18299999999999,3.076,2.9,ml,,19km E of Holdenville,Oklahoma
2017-12-03T22:31:00.340Z,43.6593,-105.3111,0.0,3.1,ml,72.0,Wyoming,
2017-12-03T21:01:12.760Z,43.6881,-105.2176,0.0,2.7,ml,20.0,Wyoming,
2017-12-03T14:04:19.000Z,36.4626,-98.7572,7.058,2.5,ml,,32km NW of Fairview,Oklahoma
2017-12-03T12:31:14.800Z,36.0205,-97.9211,6.199,2.5,ml,,10km SSW of Hennessey,Oklahoma
2017-12-02T16:30:15.030Z,43.7622,-105.3269,0.0,2.9,ml,54.0,Wyoming,
2017-12-02T14:17:53.500Z,36.0135,-97.9286,5.882999999999999,2.6,ml,,10km SSW of Hennessey,Oklahoma
2017-12-02T12:36:43.300Z,36.2032,-98.67299999999999,3.197,2.5,ml,,18km WSW of Fairview,Oklahoma
2017-12-02T10:24:05.400Z,36.103,-97.8346,6.973,2.5,ml,,5km E of Hennessey,Oklahoma
2017-12-02T07:15:18.980Z,36.6758333,-121.29966670000002,3.54,3.31,ml,36.0,13km S of Tres Pinos,CA
2017-12-02T04:40:33.700Z,36.0116,-97.9311,5.0,2.5,ml,,11km SSW of Hennessey,Oklahoma
2017-12-01T22:05:07.100Z,36.0121,-97.9287,4.7,3.1,ml,,11km SSW of Hennessey,Oklahoma
2017-12-01T20:58:41.670Z,45.2427,-106.8762,0.0,3.1,ml,28.0,eastern Montana,
2017-12-01T19:49:13.700Z,36.4627,-98.8075,5.865,2.8,ml,,35km E of Mooreland,Oklahoma
2017-12-01T19:42:46.100Z,35.6679,-97.3912,6.544,2.7,ml,,8km ENE of Edmond,Oklahoma
2017-12-01T19:24:32.950Z,44.0517,-105.3489,0.0,3.0,ml,52.0,Wyoming,
2017-12-01T19:05:16.200Z,35.42,-97.0226,4.57,2.6,ml,,6km ESE of McLoud,Oklahoma
